0,1,2,3,4,5
0.8951422194706544,0.6123374483244419,0.7323066449008021,0.9940155599894865,0.9166041993607045,0.32672515734960383
0.7263661338624007,0.4979804834164461,0.5079620109688203,0.6145024590774345,0.5592320763931409,0.8309093240995403
0.6871663183346292,0.5545939383065875,0.6213999281890848,0.5985521686309954,0.8391630407729668,0.4868247906072098
0.594279367950699,0.3522670748432127,0.0,0.6648928740236127,0.7086060763402048,0.37547600085867067
1.0,0.22780061331135634,0.5388525901719995,0.49055179998211074,0.8471875466707502,0.8340372656949417
0.5614929995401367,0.6077768316383413,0.3452814240900424,0.11864475813512268,0.4572246557998116,0.5617836107107165
0.7844663020754382,0.7786789682675657,0.4490519921694624,0.4666818018957601,0.3119462102003087,0.2349226447290235
0.17556800609579307,0.9338593962968496,0.4236877279273737,0.43852945985690417,0.26959638272523206,0.690577784749699
0.19472148690318092,0.48525265330182765,0.3436888011220614,0.6095890732709109,0.42344866159665556,0.2845594762144202
0.5235209161505507,0.618179487543969,0.5431569246315069,0.5920823193524715,0.39783731982780635,0.4541498470791709
0.38992930094542955,0.45481088240591827,0.3607579782630888,0.17141841617735978,0.5661539797843371,0.44605491882654147
0.19134156503265862,0.6253228030202977,0.34123546706357993,0.540135444482837,0.6805420479906178,0.5561092361532329
0.7656201871053112,0.27332238146319093,0.6127903922524446,0.3873685923450753,0.3488040238587457,0.4093395732871663
0.4647638521334503,0.5410104538237347,0.2877697527555566,0.7161516323091681,0.6259200115683817,0.2108231406917443
0.8379548325764277,0.9224786939009259,0.7737854314195645,0.4920569625102233,0.30734309329862386,0.7480059513372421
0.4457654548538311,0.7828395083601188,0.5725505110971695,0.7318714263964387,0.6032573878445131,0.6758730479499643
0.5315417120982011,0.8996662302720598,0.5556798503378262,0.6127173471767117,0.9198373598776782,0.24990558171400717
0.26592842174232306,0.7303697237007907,0.28611642767679746,0.9323759650946021,0.4436002906165667,0.37437915836570385
0.9280881245451095,0.8363504758750259,0.9166044005483508,0.7172336243961035,0.3507886747658407,0.9254180528583278
0.47379380628495044,0.6957545135347325,0.7257779936888471,0.49722305477001516,0.6566943833949568,0.7205848310571263
