0,1,2,3,4,5
0.9271720356027395,0.6606862825875975,0.5936740735748801,0.20738440350864565,0.5199858610327411,0.504737043839238
0.5583483073055174,0.45108159338886017,0.5660196077870975,0.4806018889125634,0.31570923215295,0.7490036853399725
0.748352441386188,0.9115911982062593,0.5845166317485789,0.4948987414867057,0.46717196506923886,0.26986419107936166
0.7682680189663668,0.3576488968154039,0.34109770137975987,0.534124587765312,0.8675569687396271,0.6213094538191256
0.37288031382479825,0.43413353725405995,0.6978836250116371,0.543020437318277,0.42312754733464064,0.5293194310078919
0.7214969411983084,0.9641224655646601,0.3294543989484987,0.45119664633045714,0.41624332945370146,0.09788443641484805
0.39258771298074074,0.372862453569989,0.7961776909949311,0.5486569699917552,0.2547262645091424,0.7021073071139291
0.5044390907808046,0.23110421914209117,0.4570634046862456,0.4586509965752573,0.40242429842506167,0.5805118467701205
0.13155199788052033,0.5218830923842254,0.7743414705545365,0.7427314646624545,0.7930655880390698,0.7952735905382737
0.8678318619116964,0.3542524762861063,0.7413588614160384,0.2078974567899322,0.4558344726647631,0.1973370100411957
0.7812324536830618,0.8375187489659058,0.5357476471893724,0.9244160732082798,0.4416752284845803,0.6043403332475904
0.6047993181154805,0.3649159793288573,0.6609694502540272,0.9568041468794024,0.3726545037780971,0.7519040386724437
0.5442042459400568,0.9234271414446477,0.6700042859672648,0.7079294602376552,0.7014151017870288,0.6237475134901649
0.2995680079271947,0.8489350629734711,0.3045138196144664,0.6216734597863114,0.6956825751652043,0.40951354270556733
0.6032457777009709,0.8048306875106385,0.5699049324977309,0.39951230613643546,0.0,0.3831179553791056
0.4581613603749083,0.47287618735399156,0.38545232390688583,0.6490158186408206,0.4613877463173573,0.5530835365480977
0.7084921846163481,0.4060596038154351,0.5154887424364659,1.0,0.7469664587131534,0.3197156518987774
0.5589396770465834,0.6859086940081699,0.8177574154685818,0.6040189877675131,0.47008448617802334,0.43067791373367564
0.701789312791939,0.6363559271412724,0.4728307474367425,0.5373919511654405,0.49262817450006113,0.7174766293962094
0.4386729608502417,0.6705218630476196,0.7424794112671412,0.6704893142034595,0.4102373313832778,0.8397368978863644
